,Clean_Code,Clean_City,City_Count,Corrected_City,Score
14534,TR,KOZYATAGI ISTNBUL,2,KOZYATAGI ISTNBUL,79
14535,TR,KOZYATAGISTANBUL,1,ISTANBUL,90
14536,TR,KURTKOY,3,KURTKOY,68
14537,TR,LEVANTINSTANBUL,1,VAN,90
14538,TR,LEVENT,1,PLEVEN,83
14539,TR,LEVENTISTANBUL,1,ISTANBUL,90
14540,TR,MALATYA,28,MALATYA,100
14541,TR,MANISA,21,MANISA,100
14542,TR,MASLAK,5,MASAKA,83
14543,TR,MERSIN,127,GUAYARAMERIN,82
14544,TR,NISANTAS,5,SAN,90
14545,TR,NISPETIYE CAD,1,YE,90
14546,TR,ON DOKUZ MAYIS,63,ON DOKUZ MAYIS,72
14547,TR,PETACHTIKVA,1,PETACHTIKVA,72
14548,TR,PORT OF SPAIN,3,PORTOFSPAIN,92
14549,TR,SAMANPAZARI,3,MAN,90
14550,TR,SAMSUN,191,SAMSUN,100
14551,TR,SANSUN,7,SAN,90
14552,TR,SEHITKAMIL,35,SEHITKAMIL,75
14553,TR,SEYHAN,18,SEYHAN,75
14554,TR,SIHHIYE,2,YE,90
14555,TR,SIHHIYE ANKARA,1,YE,90
14556,TR,SIHHIYEANKARA,1,YE,90
14557,TR,SISLIISTANBUL,2,ISTANBUL,90
14558,TR,SIVAS,6,SIVAS,100
14559,TR,SOKAK,1,SOKAK,73
14560,TR,TAKSIM,1,TAKSIMO,92
14561,TR,TRABZON,111,TRABZON,100
14562,TR,TURKEY,1,TURKEY,75
14563,TR,TURKU,1,TURKU,100
14564,TR,UMETTEPE BEKIRPAI,5,UMETTEPE BEKIRPAI,72
14565,TR,USKUDARISTANBUL,2,ISTANBUL,90
14566,TR,VAN,1,VAN,100
14567,TR,YENISEHIR,2,YE,90
14568,TR,YESILYURTIZMIR,1,ESIL,90
14569,TR,YUREGIR,13,YUREGIR,68
14570,TT,PORT OF SPAIN,2,PORTOFSPAIN,92
14571,TT,PORTOFSPAIN,2,PORTOFSPAIN,100
14572,TW,BANGKOK,1,BANGKOK,100
14573,TW,CHANG HUA,1,CHANGHUA,94
14574,TW,CHANGDE STTAIPEI,2,CHANGDE,90
14575,TW,CHANGHUA,135,CHANGHUA,100
14576,TW,CHANGHUA CITY,3,CHANGHUA,90
14577,TW,CHANGHUACITY,1,CHANGHUA,90
14578,TW,CHANGTE,1,CHANGDE,86
14579,TW,CHIAYI,1,CHIAYI,100
14580,TW,CHIAYI CITY,1,CHIAYI,90
14581,TW,CHIAYI HSIEN,1,CHIAYI,90
14582,TW,CHUNGHUA,1,HUN,90
14583,TW,CHUNGSHAN,5,HUN,90
14584,TW,CHUNGSHAN SOUTH,1,HUN,90
14585,TW,CHUPEI CITY,28,CHUPEI CITY,68
14586,TW,DALIN TOWN,3,DALI,90
14587,TW,GUEISHAN,2,GUEISHAN,72
14588,TW,GUEISHAN TOWNSHIP,2,GUEISHAN TOWNSHIP,77
14589,TW,HAOHSIUNG,2,KAOHSIUNG,89
14590,TW,HAOHSIUNG HSIEN,2,HAOHSIUNG HSIEN,80
14591,TW,HAULIEN,1,HUALIEN,86
14592,TW,HEPING VILLAGE,3,HEPING VILLAGE,77
14593,TW,HSICHIH,1,HSICHIH,71
14594,TW,HSIEN,1,HSIEN,80
14595,TW,HSIN CHU,78,HSINCHU,93
14596,TW,HSIN CHU CITY,1,BAY CITY,86
14597,TW,HSIN HSIH HSIANG,2,HSIN HSIH HSIANG,68
14598,TW,HSIN TIEN,2,HSIN TIEN,68
14599,TW,HSINCHU,13,HSINCHU,100
14600,TW,HSINCHU CITY,13,HSINCHU,90
14601,TW,HSINCHU HSIEN,4,HSINCHU,90
14602,TW,HSINCHUANG,1,HSINCHU,82
14603,TW,HSINTIEN,2,HSINTIEN,72
14604,TW,HUAFUSHAN,1,HUAFUSHAN,75
14605,TW,HUALIAN COUNTY,10,HUALIAN COUNTY,77
14606,TW,HUALIAN COUNTY 1,1,HUALIAN COUNTY 1,77
14607,TW,HUALIEN,5,HUALIEN,100
14608,TW,HUALLEN,1,HUALIEN,86
14609,TW,HUALLIEN,1,HUALIEN,93
14610,TW,HUASLIEN,1,HUALIEN,93
14611,TW,HUELLEN,1,HUE,90
14612,TW,HUSLIEN,1,HUALIEN,86
14613,TW,ILAN,1,VILANCULOS,90
14614,TW,KAOHSIUNG,225,KAOHSIUNG,100
14615,TW,KAOHSIUNG CITY,3,KAOHSIUNG,90
14616,TW,KAOHSIUNG HSEIN,1,KAOHSIUNG,90
14617,TW,KAOHSIUNG HSIEN,11,KAOHSIUNG,90
14618,TW,KAOSHING,1,OSH,90
14619,TW,KAOSHIUNG,7,OSH,90
14620,TW,KAOSHIUNG CITY,2,OSH,90
14621,TW,KAOSHIUNG HSIEN,1,OSH,90
14622,TW,KAOSHIUNH,1,OSH,90
14623,TW,KAOSIUNG,1,KAOHSIUNG,94
14624,TW,KASOHSIUNG,1,KAOHSIUNG,95
14625,TW,KASOHSIUNG HSIEN,1,KASOHSIUNG HSIEN,80
14626,TW,KEELUNG,4,KEELUNG,100
14627,TW,KOAHSIUNG,13,KAOHSIUNG,89
14628,TW,KOASHIUNG,1,KOASHIUNG,78
14629,TW,KWEI SHAN HSIANG,2,KWEI SHAN HSIANG,75
14630,TW,MIAOLI,1,MIAOLI,100
14631,TW,NEW TAIWAN CITY,1,NEW DELHI,86
14632,TW,PAI CHIAO,6,PAI CHIAO,72
14633,TW,PAI TOU TAIPEI,13,TAIPEI,90
14634,TW,PAN CHIAO,3,PAN CHIAO,75
14635,TW,PANCHIAO,2,PANCHIAO,72
14636,TW,PEITOU,3,PEITOU,80
14637,TW,PEITOU DISTRICT,7,PEITOU DISTRICT,68
14638,TW,SEOUL,1,SEOUL,100
14639,TW,SHANHHUA,1,SHANHHUA,80
14640,TW,SHANHUA,2,SHANHUA,80
14641,TW,SHANHWA,1,WA,90
14642,TW,SHIHPAI ROAD,2,SHIHPAI ROAD,72
14643,TW,SHONGSHAN,1,HO,90
14644,TW,TAI CHUNG,1,TAICHUNG,94
14645,TW,TAICHUN,1,TAICHUNG,93
14646,TW,TAICHUNG,844,TAICHUNG,100
14647,TW,TAICHUNG CITY,125,HUN,90
14648,TW,TAICHUNG COUNTY,1,HUN,90
14649,TW,TAICHUNGG,1,TAICHUNG,94
14650,TW,TAICUNG,1,TAICHUNG,93
14651,TW,TAIEPI,1,TAIPEI,83
14652,TW,TAINAN,302,TAINAN,100
14653,TW,TAINAN CITY,1,TAINAN,90
14654,TW,TAINAN COUNTRY,1,TAINAN,90
14655,TW,TAINAN COUNTY,12,TAINAN,90
14656,TW,TAINAN HSIEN,6,TAINAN,90
14657,TW,TAINAN TAIWAN,1,WA,90
14658,TW,TAINEN,1,TAINAN,83
14659,TW,TAIPAI,3,TAILAI,83
14660,TW,TAIPE,2,TAIPEI,91
14661,TW,TAIPEH,2,TAIPEI,83
14662,TW,TAIPEH 104,1,TAIPEH 104,75
14663,TW,TAIPEI,1991,TAIPEI,100
14664,TW,TAIPEI 100,1,TAIPEI,90
14665,TW,TAIPEI CITY,229,TAIPEI,90
14666,TW,TAIPEI CITY 114,1,TAIPEI,90
14667,TW,TAIPEI CITYTAIP,1,TAIPEI,90
14668,TW,TAIPEI COUNTY,7,TAIPEI,90
14669,TW,TAIPI,1,TAIPEI,91
14670,TW,TAIWAN,95,TAIAN,91
14671,TW,TALCHUNG,1,HUN,90
14672,TW,TANIAN,1,TAIAN,91
14673,TW,TAO YAN,1,TAOYUAN,86
14674,TW,TAO YUAN,21,TAOYUAN,93
14675,TW,TAO YUAN HSIEN,6,TAO YUAN HSIEN,80
14676,TW,TAO YUAN SHEN,1,TAO YUAN SHEN,77
14677,TW,TAO YUEN HSIEN,1,TAO YUEN HSIEN,80
14678,TW,TAO YUN,1,TAOYUAN,86
14679,TW,TAO YUNA,1,TAO YUNA,80
14680,TW,TAOYAN,1,TAOYUAN,92
14681,TW,TAOYAN HSIEN,32,TAOYAN HSIEN,80
14682,TW,TAOYUA,1,TAOYUAN,92
14683,TW,TAOYUA HSIEN,1,TAOYUA HSIEN,80
14684,TW,TAOYUAN,350,TAOYUAN,100
14685,TW,TAOYUAN CITY,3,TAOYUAN,90
14686,TW,TAOYUAN COUNTRY,2,TAOYUAN,90
14687,TW,TAOYUAN COUNTY,65,TAOYUAN,90
14688,TW,TAOYUAN HSEIN,2,TAOYUAN,90
14689,TW,TAOYUAN HSIEN,19,TAOYUAN,90
14690,TW,TAOYUAN SHEN,1,TAOYUAN,90
14691,TW,TAOYUANG,4,TAOYUAN,93
14692,TW,TAOYUNG COUNTY,1,TAOYUNG COUNTY,77
14693,TW,TAPEI,25,TAIPEI,91
14694,TW,TAYUAN,1,TAIYUAN,92
14695,TW,TIACHUNG,2,HUN,90
14696,TW,TOAYUAN,2,TAIYUAN,86
14697,TW,TOUYUAN,1,TAOYUAN,86
14698,TW,TUNHWA SOUTH,1,WA,90
14699,TW,XINDIAN,1,XINDIAN,80
14700,TW,YAHUI HSU,1,YAHUI HSU,72
14701,TW,YANGMEI TOWN,7,YANGMEI,90
14702,TW,YONG KANG,1,YONG KANG,78
14703,TW,YONG KANG CITY,2,IOWA CITY,86
14704,TW,YONGKANG,37,PYONGYANG,82
14705,TW,YONGKANG CITY,9,BAY CITY,86
14706,TW,YULI TOWN,1,YULI TOWN,76
14707,TW,YUNG HO,5,HO,90
14708,TW,YUNG KANG,1,YUNG KANG,72
14709,TW,YUNG KANG CITY,1,IOWA CITY,86
14710,TW,YUNGKAND CITY,8,BAY CITY,86
14711,TW,YUNGKANG CITY,5,BAY CITY,86
14712,TZ,BAGAMOYO,1,BAGAMOYO,100
14713,TZ,DAR ES SALAAM,2,DAR ES SALAAM,100
14714,TZ,MBEYA,14,MBEYA,100
14715,TZ,MOSHI,7,MOSHI,100
14716,UA,02094,1,02094,13
14717,UA,ABU DHABI,1,ABU DHABI,100
14718,UA,ALLENDALE,1,ALLENDE,88
14719,UA,BEDFORD PARK,1,BEDFORD PARK,77
14720,UA,BINNITSA,1,BINNITSA,77
14721,UA,CHENIHIV,1,CHERNIHIV,94
14722,UA,CHERKASSY,44,CHERKASY,94
14723,UA,CHERKASY,234,CHERKASY,100
14724,UA,CHERKASYY,1,CHERKASY,94
14725,UA,CHERNIGIV,12,CHERNIHIV,89
14726,UA,CHERNIGOV,17,CHERNIGOV,78
14727,UA,CHERNIHIV,177,CHERNIHIV,100
14728,UA,CHERNIVCI,1,CHERNIVTSI,84
14729,UA,CHERNIVITSI,20,CHERNIVTSI,95
14730,UA,CHERNIVSTY,1,CHERNIVSTY,80
14731,UA,CHERNIVTSI,493,CHERNIVTSI,100
14732,UA,CHERNIVTSY,16,CHERNIVTSI,90
14733,UA,CHERNOVSTY,9,CHERNOVSTY,74
14734,UA,CHERNOVTSI,1,CHERNIVTSI,90
14735,UA,CHERNOVTSKY,1,CHERNOVTSKY,76
14736,UA,CHERNOVTSY,49,CHERNOVTSY,80
14737,UA,CHERNPVSTY,1,CHERNPVSTY,70
14738,UA,CHMELNYTSKI,1,CHMELNYTSKI,78
14739,UA,CHMELNYTSKYI,7,KHMELNYTSKYY,83
14740,UA,CHUKHRIENKOVSK,1,CHUKHRIENKOVSK,72
14741,UA,CONNECTICUT,1,CONNECTICUT,72
14742,UA,CRANFORD,1,CRANFORD,80
14743,UA,CRIMEA,3,CRIMEA,77
14744,UA,DALLAS,1,DALLAS,100
14745,UA,DNEPROPETOVSK,1,PETO,90
14746,UA,DNEPROPETROSK,1,DNIPROPETROVSK,89
14747,UA,DNEPROPETROVSK,264,DNIPROPETROVSK,93
14748,UA,DNEPROPRETROVSK,1,DNIPROPETROVSK,90
14749,UA,DNEPROPRTROVSK,4,DNIPROPETROVSK,86
14750,UA,DNIEPROPETROVSK,1,DNIPROPETROVSK,97
14751,UA,DNIPORPETROVSK,7,DNIPROPETROVSK,93
14752,UA,DNIPROETROVSK,1,DNIPROPETROVSK,96
14753,UA,DNIPROPETROSK,1,DNIPROPETROVSK,96
14754,UA,DNIPROPETROV,1,DNIPROPETROVSK,92
14755,UA,DNIPROPETROVKS,1,DNIPROPETROVSK,93
14756,UA,DNIPROPETROVS K,1,DNIPROPETROVSK,97
14757,UA,DNIPROPETROVSK,1714,DNIPROPETROVSK,100
14758,UA,DNIPROPETROVSKA,1,DNIPROPETROVSK,97
14759,UA,DNIPROPETROVSKE,1,DNIPROPETROVSK,97
14760,UA,DNIPROPRTROVSK,1,DNIPROPETROVSK,93
14761,UA,DNIPRPETROVSK,1,DNIPROPETROVSK,96
14762,UA,DNIPRPOPETROVSK,1,DNIPROPETROVSK,97
14763,UA,DNIROPETROVSK,2,DNIPROPETROVSK,96
14764,UA,DNITPROPETROVSK,1,DNIPROPETROVSK,97
14765,UA,DONESK,1,DONETSK,92
14766,UA,DONESTK,13,DONETSK,86
14767,UA,DONESTSK,8,DONETSK,93
14768,UA,DONETSK,1885,DONETSK,100
14769,UA,DONETSK 83099,9,DONETSK,90
14770,UA,DONETSKA OBLAST,1,OB,90
14771,UA,DONOTESK,32,DONOTESK,80
14772,UA,DRIPROPSTOVSK,1,DNIPROPETROVSK,81
14773,UA,DRUPROPETROVSK,1,DNIPROPETROVSK,86
14774,UA,DUBAI,7,DUBAI,100
14775,UA,DUDAI,1,DUDAI,80
14776,UA,FEDIR KOSTYEV,1,KOS,90
14777,UA,GLEVAKHA,22,GLEVAKHA,68
14778,UA,GLEVAKHAKYIV REG,1,GLEVAKHAKYIV REG,77
14779,UA,IVANI FRANKOVSK,1,VAN,90
14780,UA,IVANIFRANKIVSK,22,IVANOFRANKIVSK,93
14781,UA,IVANO FRANKIVSK,208,IVANOFRANKIVSK,97
14782,UA,IVANO FRANKOVSK,4,VAN,90
14783,UA,IVANOFRANKIVSK,948,IVANOFRANKIVSK,100
14784,UA,IVANOFRANKOVSK,13,IVANOFRANKIVSK,93
14785,UA,IVANOFRANKOVSKS,1,VAN,90
14786,UA,KAPOSVAR,7,KAPOSVAR,100
14787,UA,KARKHOV,1,HO,90
14788,UA,KARKOV,3,KARKOV,77
14789,UA,KEMOROVO,1,KEM,90
14790,UA,KEV,1,LAKEVILLE,90
14791,UA,KHAKOV,1,KHASKOVO,86
14792,UA,KHARIV,1,KHARKIV,92
14793,UA,KHARK0V,1,KHARKIV,86
14794,UA,KHARKI,1,KHARKIV,92
14795,UA,KHARKIV,4773,KHARKIV,100
14796,UA,KHARKIVSTO,1,KHARKIV,82
14797,UA,KHARKIVYA,1,KHARKIV,88
14798,UA,KHARKLV,1,KHARKIV,86
14799,UA,KHARKOV,947,KHARKIV,86
14800,UA,KHARKYV,1,KHARKIV,86
14801,UA,KHERSON,81,KHERSON,100
14802,UA,KHERSON CITY,24,KHERSON,90
14803,UA,KHMELNITSKI,1,KHMELNITSKI,78
14804,UA,KHMELNITSKIY,7,KHMELNYTSKYY,83
14805,UA,KHMELNYTSKY,2,KHMELNYTSKYY,96
14806,UA,KHMELNYTSKYY,79,KHMELNYTSKYY,100
14807,UA,KHRKIV,1,KHARKIV,92
14808,UA,KIE,1,SKIEN,90
14809,UA,KIEV,8632,KIEV,100
14810,UA,KIEV 2068,7,KIEV,90
14811,UA,KIEV EXKHARKOV,1,KIEV,90
14812,UA,KIEV KYIV,12,KIEV,90
14813,UA,KIEV REGION,8,KIEV,90
14814,UA,KIEVKRUSHINKAD,1,KIEV,90
14815,UA,KIEVON,1,KIEV,90
14816,UA,KIROVOGRAD,7,KIROV,90
14817,UA,KIYVOW,1,KIYVOW,68
14818,UA,KJARKOV,1,KJARKOV,71
14819,UA,KRAKHOV,1,HO,90
14820,UA,KRAZHIV,1,KRAZHIV,71
14821,UA,KRIVOY ROG,6,KRIVOY ROG,68
14822,UA,KRYVYI RIG,6,KRYVYI RIG,80
14823,UA,KRYVYI RIH,3,KRYVYY RIH,90
14824,UA,KTIV,1,KTIV,75
14825,UA,KYEV,2,YE,90
14826,UA,KYIV,1146,KYIV,75
14827,UA,KYLV,1,KYLV,68
14828,UA,KYVI,1,KYVI,68
14829,UA,KYVIV,1,KYVIV,72
14830,UA,LEVITANA,13,ITA,90
14831,UA,LIHANSK,1,LUHANSK,86
14832,UA,LUGANSK,63,LUGA,90
14833,UA,LUHANSK,498,LUHANSK,100
14834,UA,LUKST,30,LUKST,72
14835,UA,LUSTK,1,LUSTK,80
14836,UA,LUTSK,405,LUTSK,100
14837,UA,LVIV,2445,LVIV,75
14838,UA,LVIY,1,LVIY,68
14839,UA,LVOV,24,LVOV,100
14840,UA,LYIV,4,LYIV,68
14841,UA,MARIUPIL,7,MARIUPOL,88
14842,UA,MIKOLAIYV,1,LAI,90
14843,UA,MINSK,1,MINSK,100
14844,UA,MOSKOSVSKIY,1,KOS,90
14845,UA,MYKOALYIV,1,MYKOLAYIV,89
14846,UA,MYKOLAEV,1,LAE,90
14847,UA,MYKOLAIV,29,MYKOLAYIV,94
14848,UA,MYKOLAYIV,177,MYKOLAYIV,100
14849,UA,NIKOLAEV,167,LAE,90
14850,UA,NIKOLAJEV,4,NIKOLAJEV,80
14851,UA,NIKOLAYEV,1,YE,90
14852,UA,NYKOLAIV,1,LAI,90
14853,UA,ODESA,112,ODESSA,91
14854,UA,ODESSA,1711,ODESSA,100
14855,UA,OHIO,1,OHIO,75
14856,UA,PASADENA,1,PASADENA,100
14857,UA,POLTAVA,405,POLTAVA,100
14858,UA,POLTOVA,3,PO,90
14859,UA,SAN RAMON,1,SAN RAMON,100
14860,UA,SEVASTOPOL,68,PO,90
14861,UA,SIMEROPOL,4,SIMFEROPOL,95
14862,UA,SIMFEROPIL,23,SIMFEROPOL,90
14863,UA,SIMFEROPOL,440,SIMFEROPOL,100
14864,UA,STEPANIVKA,1,STEPANIVKA,75
14865,UA,STEPANOVKA,3,STEPANOVKA,75
14866,UA,STEPANOVSKA,4,STEPANOVSKA,75
14867,UA,SUMMY,7,SUMY,89
14868,UA,SUMY,24,SUMY,100
14869,UA,SYMFEROPOL,1,PO,90
14870,UA,SYMPHEROPOL,1,SYMPHEROPOL,80
14871,UA,TERMOPIL,1,TERNOPIL,88
14872,UA,TERNOPIL,395,TERNOPIL,100
14873,UA,TERNOPILSKA,2,TERNOPIL,84
14874,UA,TERNOPOL,23,PO,90
14875,UA,UKRAINE,12,UKRAINE,77
14876,UA,UZGHOROD,3,HO,90
14877,UA,UZGHORORD,1,HO,90
14878,UA,UZHGORD,2,UZHGOROD,93
14879,UA,UZHGOROD,648,UZHGOROD,100
14880,UA,UZHGORODó,1,UZHGOROD,100
14881,UA,UZHHOROD,10,HO,90
14882,UA,UZHOROD,22,UZHGOROD,93
14883,UA,VINITSA,1,VINITSA,77
14884,UA,VINNISTA,11,NIS,90
14885,UA,VINNITSA,686,VINNYTSYA,82
14886,UA,VINNITSIA,5,VINNITSIA,78
14887,UA,VINNITSTA,1,VINNITSTA,78
14888,UA,VINNITSYA,46,VINNYTSYA,89
14889,UA,VINNYSTA,1,VINNYTSYA,82
14890,UA,VINNYTSA,3,VINNYTSYA,94
14891,UA,VINNYTSIA,199,VINNYTSYA,89
14892,UA,VINNYTSYA,1179,VINNYTSYA,100
14893,UA,VYNNYTSIA,74,VYNNYTSIA,78
14894,UA,VYNNYTSYA,8,VINNYTSYA,89
14895,UA,WALTHAM,1,WA,90
14896,UA,WIEN,1,WIENER NEUSTADT,90
14897,UA,YALTA,87,YALTA,100
14898,UA,YVNNYTSIA,1,YVNNYTSIA,78
14899,UA,ZAPORIZHA,1,PO,90
14900,UA,ZAPORIZHIA,1,PO,90
14901,UA,ZAPORIZHYA,40,ZAPORIZHZHYA,91
14902,UA,ZAPORIZHZHIA,19,ZAPORIZHZHYA,92
14903,UA,ZAPORIZHZHYA,748,ZAPORIZHZHYA,100
14904,UA,ZAPORIZHZYA,1,ZAPORIZHZHYA,96
14905,UA,ZAPOROZHIE,41,PO,90
14906,UA,ZAPOROZHJE,1,PO,90
14907,UA,ZAPOROZHVE,39,PO,90
14908,UA,ZAPOROZHYE,232,PO,90
14909,UA,ZAPOROZHYS,3,PO,90
14910,UA,ZAPOROZZHYE,31,PO,90
14911,UA,ZAPORYZHZHYA,4,ZAPORIZHZHYA,92
14912,UA,ZAPROZHIE,1,ZAPROZHIE,68
14913,UA,ZHAPOROZHIA,2,PO,90
14914,UA,ZHITIMIR,1,ZHITIMIR,72
14915,UA,ZHITOMIR,338,ZHITOMIR,75
14916,UA,ZHYTOMIR,4,ZHYTOMYR,88
14917,UA,ZHYTOMYR,143,ZHYTOMYR,100
14918,UG,ENTEBBE,48,ENTEBBE,100
14919,UG,JINJA,7,JINJA,100
14920,UG,KABWOHE,9,KABWE,83
14921,UG,KAMPALA,96,KAMPALA,100
14922,UG,KAMPALA CITY,1,PALA,90
14923,UG,LEON,1,LEON,100
14924,UG,MASAKA,1,MASAKA,100
14925,UG,MBALE,12,MBALE,100
14926,UG,MBARARA,3,MBARARA,100
14927,UG,TORORO,11,TORORO,100
14928,US,13172711200,1,13172711200,10
14929,US,1910 EINNOVATIOR,2,ATI,90
14930,US,27214,3,27214,18
14931,US,3NDIANAPOLIS,1,INDIANAPOLIS,92
14932,US,3OS ANGELES,1,LOS ANGELES,91
14933,US,4 00167502374,1,4 00167502374,16
14934,US,4 480567762102,1,4 480567762102,10
14935,US,4 493749835347,1,4 493749835347,10
14936,US,4 493749835380,1,4 493749835380,10
14937,US,4 493749840390,1,4 493749840390,10
14938,US,4 560195266459,2,4 560195266459,17
14939,US,4 560199005241,2,4 560199005241,10
14940,US,4 793094157572,3,4 793094157572,10
14941,US,4 793095184528,2,4 793095184528,14
14942,US,4 793116418365,1,4 793116418365,10
14943,US,4 793119238198,1,4 793119238198,14
14944,US,4 793502182679,1,4 793502182679,14
14945,US,4 793607974850,1,4 793607974850,10
14946,US,4 793625287368,1,4 793625287368,17
14947,US,4 793627575207,1,4 793627575207,17
14948,US,4 793631602744,1,4 793631602744,10
14949,US,4 793874271741,1,4 793874271741,10
14950,US,4 796036529628,1,4 796036529628,14
14951,US,4 796539967714,1,4 796539967714,10
14952,US,4 797020567291,1,4 797020567291,17
14953,US,4 797034408296,1,4 797034408296,10
14954,US,4 798214575583,1,4 798214575583,17
14955,US,4 798488039898,1,4 798488039898,10
14956,US,4 798489696485AN,1,4 798489696485AN,60
14957,US,4 798577013805K,1,4 798577013805K,30
14958,US,4 RTH BRUNSWICK,1,WICK,90
14959,US,6 793165112780,1,6 793165112780,14
14960,US,6 793166943490,1,6 793166943490,10
14961,US,6 798286172229,1,6 798286172229,14
14962,US,78209,1,78209,18
14963,US,9177430374,1,9177430374,0
14964,US,9199330732,1,9199330732,10
14965,US,ABBOT PARK,4,BO,90
14966,US,ABBOTT PARK,42,BO,90
14967,US,ABBOTT PARKS,1,BO,90
14968,US,ABERDEEN,2,ABERDEEN,100
14969,US,ABERNATHY,1,BERN,90
14970,US,ABILENE,1,ABILENE,100
14971,US,ABINGTON,4,ABINGTON,78
14972,US,ADELAIDE,1,ADELAIDE,100
14973,US,ADELANTO,1,DELANO,86
14974,US,ADMORE,1,ARDMORE,92
14975,US,AIEA,1,AIEA,77
14976,US,AKRON,3,AKRON,100
14977,US,ALABAMA,6,BAM,90
14978,US,ALACHUA,1,ALACHUA,75
14979,US,ALAMEDA,28,ALAMEDA,77
14980,US,ALAMEDA AVENUE,1,ALAMEDA AVENUE,72
14981,US,ALANTA,1,ATLANTA,92
14982,US,ALASKA,1,UNALASKA,86
14983,US,ALBANY,83,ALBANY,100
14984,US,ALBERQUERQUE,1,ALBUQUERQUE,87
14985,US,ALBQUERQUE,1,ALBUQUERQUE,95
14986,US,ALBUQUEQUE,1,ALBUQUERQUE,95
14987,US,ALBUQUERQUE,44,ALBUQUERQUE,100
14988,US,ALBURQUERQUE,1,ALBUQUERQUE,96
14989,US,ALEXANDRA DRIVE,1,ALEXANDRIA,81
14990,US,ALEXANDRIA,5,ALEXANDRIA,100
14991,US,ALGOMQUIM,1,ALGOMQUIM,80
14992,US,ALISO VIEJO,640,ALISO VIEJO,68
14993,US,ALLEN,13,VALLENAR,90
14994,US,ALLENDALE,443,ALLENDE,88
14995,US,ALLENDALE NJ,9,ALLENDALE NJ,79
14996,US,ALLENDALE VIA PHL,1,ALLENDALE VIA PHL,79
14997,US,ALLENTOWN,311,ALLENTOWN,100
14998,US,ALLETOWN,1,ALLENTOWN,94
14999,US,ALNWICK UK,7,WICK,90
15000,US,ALPHARETTA,1,ALPHARETTA,72
15001,US,ALTANTA,4,ALTATA,92
15002,US,ALTLANTA,1,ATLANTA,93
15003,US,ALVERN,1,ALVERN,77
15004,US,AMAGANSETT,1,AMAGANSETT,72
15005,US,AMAGNASETT,1,AMAGNASETT,76
15006,US,AMARILLO,21,AMARILLO,100
15007,US,AMM ARBOR,1,BO,90
15008,US,AMSTERDAM,5,AMSTERDAM,100
15009,US,ANAHEIM,24,ANAHEIM,80
15010,US,ANCHORAGE,1,ANCHORAGE,100
15011,US,ANDOVER,427,DOVER,83
15012,US,ANKENY,9,ANKENY,73
15013,US,ANN ARBOR,159,ANN ARBOR,100
15014,US,ANN ARBOR MI,1,ANN ARBOR,95
15015,US,ANN HARBOR,1,ANN ARBOR,95
15016,US,ANNANDALE,2,ANDA,90
15017,US,ANNE CRAWFORD,1,ANNE CRAWFORD,77
15018,US,ANNISTON,70,NIS,90
15019,US,APOPKA,20,PO,90
15020,US,ARDMORE,117,ARDMORE,100
15021,US,ARIZONA,4,ARIZONA,77
15022,US,ARKANSAS CITY,11,KANSAS CITY,92
15023,US,ARLETA,12,BARLETTA,86
15024,US,ARLINGTON,5,FARMINGTON,84
15025,US,ARLINTON,1,ARLINTON,78
15026,US,ASHBURN,3,ASHBURTON,88
15027,US,ASHEVILLE,64,ASHEVILLE,100
15028,US,ASHLAND,6,ASHLAND,77
15029,US,ASPEN,4,ASPEN,80
15030,US,ASTORIA,2,ASTORIA,100
15031,US,ATHENS,4,ATHENS,100
15032,US,ATLANDA,1,ANDA,90
15033,US,ATLANTA,806,ATLANTA,100
15034,US,ATLANTIS,3,ATLANTIS,80
15035,US,AUBURN,9,AUBURN,100
15036,US,AUDBUBON,1,BO,90
15037,US,AUDOBON,2,OBO,90
15038,US,AUDUBON,121,BO,90
15039,US,AUDUBON PA,6,BO,90
15040,US,AUGUSTA,20,AUGUSTA,100
15041,US,AURORA,194,AURORA,100
15042,US,AURORA CO,1,AURORA,90
15043,US,AUSITN,1,AUSTIN,83
15044,US,AUSTELL,2,AUSTELL,80
15045,US,AUSTI TX,1,AUSTI TX,71
15046,US,AUSTIN,7390,AUSTIN,100
15047,US,AUSTIN TEXAS,2,AUSTIN,90
15048,US,AUSTIN TX,33,AUSTIN,90
15049,US,AVENTURA,7,BUENAVENTURA,90
15050,US,AVENUTRA,1,AVENUTRA,79
15051,US,AVON,1,SLAVONSKI BROD,90
15052,US,BAKERSFIEDL,1,BAKERSFIELD,91
15053,US,BAKERSFIELD,29,BAKERSFIELD,100
15054,US,BAL HARBOR,3,BO,90
15055,US,BAL HARBOUR,7,BO,90
15056,US,BALDWIN PARK,11,BALDWIN PARK,72
15057,US,BALITIMORE,1,BALTIMORE,95
15058,US,BALITMORE,1,BALTIMORE,89
15059,US,BALLAIRE,13,LAI,90
15060,US,BALTIIMORE,1,BALTIMORE,95
15061,US,BALTILMORE,2,BALTIMORE,95
15062,US,BALTIMORE,422,BALTIMORE,100
15063,US,BALTIMORE MD,4,BALTIMORE,95
15064,US,BANBURY,22,BUNBURY,86
15065,US,BANGOR,2,BANGOR,100
15066,US,BANNING,1,NANNING,86
15067,US,BAR HARBOR,5,BAR HARBOR,100
15068,US,BAR HARBOR ME,4,BAR HARBOR,95
